KEY	KEY_ALT	GBIF	SRANK	RANK	SCI_NAME	ACC_NAME	OEN_NAME	HEN_NAME	AUTHOR	CLASS	MARINE	TERRESTIC	FRESHWATER	PROGRAM	GROUP	ARTIFCIAL	STATUS	BDY_LEN	BDY_SPAN	LNK_GBIF	LNK_IUCN	LNK_ITIS	LNK_WIKI	LNK_WORMS
EURING:2152	GBIF:6178410	6178410	S	SUBSPECIES	Melanitta fusca deglandi	Melanitta fusca deglandi	White-winged Scoter	white-winged scoter	(Bonaparte, 1850)	Aves	FALSE	FALSE	FALSE	Waterbird	Duck	FALSE		50.8-55 		https://www.gbif.org/species/6178410	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175165	NA	NA
EURING:2150	GBIF:2498238	2498238	S	SPECIES	Melanitta fusca	Melanitta fusca	Velvet Scoter	Velvet Scoter	(Linnaeus, 1758)	Aves	TRUE	FALSE	TRUE	Waterbird	Duck	FALSE	VULNERABLE, NEAR-THREATENED	52-59	90-99	https://www.gbif.org/species/2498238	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22724836	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175163	http://en.wikipedia.org/wiki/Velvet_scoter	http://www.marinespecies.org/aphia.php?p=taxdetails&id=137072
EURING:2170	GBIF:2498325	2498325	S	SPECIES	Bucephala islandica	Bucephala islandica	Barrow's Goldeneye 	Barrow's Goldeneye	(Gmelin, 1789)	Aves	FALSE	TRUE	TRUE	Waterbird	Duck	FALSE	LEAST-CONCERN	43-48	68.58-76.2	https://www.gbif.org/species/2498325	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22680459	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175144	http://en.wikipedia.org/wiki/Barrow%27s_goldeneye	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159198
EURING:2180	GBIF:2498326	2498326	S	SPECIES	Bucephala clangula	Bucephala clangula	Common Goldeneye	Common Goldeneye	(Linnaeus, 1758)	Aves	FALSE	FALSE	TRUE	Waterbird	Duck	FALSE	LEAST-CONCERN, VULNERABLE, NOT-EVALUATED	42-50	65-80	https://www.gbif.org/species/2498326	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22680455	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175141	http://en.wikipedia.org/wiki/Common_goldeneye	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159197
EURING:2200	GBIF:2498285	2498285	S	SPECIES	Mergus albellus	Mergellus albellus	Smew	Smew	(Linnaeus, 1758)	Aves	FALSE	FALSE	TRUE	Waterbird	Duck	FALSE	LEAST-CONCERN	36-44	55-69	https://www.gbif.org/species/2498285	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22680465	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175196	http://en.wikipedia.org/wiki/Smew	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232039
EURING:2210	GBIF:2498375	2498375	S	SPECIES	Mergus serrator	Mergus serrator	Red-breasted Merganser	Red-breasted Merganser	Linnaeus, 1758	Aves	TRUE	FALSE	TRUE	Waterbird	Duck	FALSE	LEAST-CONCERN, VULNERABLE	55	78	https://www.gbif.org/species/2498375	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22680485	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175187	http://en.wikipedia.org/wiki/Red-breasted_merganser	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159098
EURING:2230	GBIF:9537647	9537647	S	SPECIES	Mergus merganser	Mergus merganser	Goosander	Common Merganser	Linnaeus, 1758	Aves	TRUE	TRUE	TRUE	Waterbird	Duck	FALSE	VULNERABLE, LEAST-CONCERN	58-66	82-97	https://www.gbif.org/species/9537647	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22680492	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175185	http://en.wikipedia.org/wiki/Common_merganser	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159097
EURING:2190	GBIF:2498408	2498408	S	SPECIES	Mergus cucullatus	Lophodytes cucullatus	Hooded Merganser	Hooded Merganser	(Linnaeus, 1758)	Aves	FALSE	TRUE	TRUE	Waterbird	Duck	FALSE	LEAST-CONCERN, NOT-EVALUATED	40-49		https://www.gbif.org/species/2498408	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22680472	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175183	http://en.wikipedia.org/wiki/Hooded_merganser	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159094
EURING:2239	GBIF:2498368	2498368	G	GENUS	Mergus	Mergus	unidentified Merganser	Greater Mergansers	Linnaeus, 1758	Aves	TRUE	TRUE	TRUE	Waterbird	Duck	TRUE	NOT-EVALUATED			https://www.gbif.org/species/2498368	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175184	http://en.wikipedia.org/wiki/Mergus	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159096
GRM:2269	GBIF:2986	2986	F	FAMILY	Anatidae	Anatidae	unidentified Duck	Ducks		Aves	TRUE	TRUE	TRUE	Waterbird	Duck	TRUE	NOT-EVALUATED			https://www.gbif.org/species/2986	NA	NA	http://en.wikipedia.org/wiki/Duck	http://www.marinespecies.org/aphia.php?p=taxdetails&id=136973
EURING:2310	GBIF:2480420	2480420	S	SPECIES	Pernis apivorus	Pernis apivorus	European Honey-Buzzard	European Honey Buzzard	(Linnaeus, 1758)	Aves	FALSE	TRUE	FALSE	Bird of prey	Buzzard	FALSE	LEAST-CONCERN, NEAR-THREATENED	52-60	135-150	https://www.gbif.org/species/2480420	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22694989	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175454	http://en.wikipedia.org/wiki/European_honey_buzzard	http://www.marinespecies.org/aphia.php?p=taxdetails&id=558573
EURING:2340	GBIF:2480367	2480367	S	SPECIES	Elanus leucurus	Elanus leucurus	White-tailed Kite	White-tailed Kite	(Vieillot, 1818)	Aves	FALSE	TRUE	FALSE	Bird of prey	Kite	FALSE	LEAST-CONCERN	35-43	88-102	https://www.gbif.org/species/2480367	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22695036	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175282	http://en.wikipedia.org/wiki/White-tailed_kite	NA
EURING:2380	GBIF:5229167	5229167	S	SPECIES	Milvus migrans	Milvus migrans	Black Kite	Black Kite	(Boddaert, 1783)	Aves	FALSE	TRUE	FALSE	Bird of prey	Kite	FALSE	LEAST-CONCERN, ENDANGERED, NOT-EVALUATED	47-60	140-150	https://www.gbif.org/species/5229167	https://apiv3.iucnredlist.org/api/v3/taxonredirect/181568721	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175469	http://en.wikipedia.org/wiki/Black_kite	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212678
EURING:2390	GBIF:5229168	5229168	S	SPECIES	Milvus milvus	Milvus milvus	Red Kite	Red Kite	(Linnaeus, 1758)	Aves	FALSE	TRUE	TRUE	Bird of prey	Kite	FALSE	LEAST-CONCERN, NEAR-THREATENED, VULNERABLE, NOT-EVALUATED	60-66	175-195	https://www.gbif.org/species/5229168	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22695072	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175470	http://en.wikipedia.org/wiki/Red_kite	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1037320
EURING:2430	GBIF:2480449	2480449	S	SPECIES	Haliaeetus albicilla	Haliaeetus albicilla	White-tailed Eagle	White-tailed Eagle	(Linnaeus, 1758)	Aves	TRUE	FALSE	TRUE	Bird of prey	Eagle	FALSE	LEAST-CONCERN, NEAR-THREATENED	70-90	200-240	https://www.gbif.org/species/2480449	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22695137	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175419	http://en.wikipedia.org/wiki/White-tailed_eagle	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232053
EURING:2440	GBIF:2480446	2480446	S	SPECIES	Haliaeetus leucocephalus	Haliaeetus leucocephalus	Bald Eagle	Bald Eagle	(Linnaeus, 1766)	Aves	FALSE	TRUE	FALSE	Bird of prey	Eagle	FALSE	LEAST-CONCERN	79-94	178-229	https://www.gbif.org/species/2480446	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22695144	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175420	http://en.wikipedia.org/wiki/Bald_eagle	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159374
GRM:2441	GBIF:7477624	2480509	S	SPECIES	Clanga clanga	Aquila clanga	Greater Spotted Eagle	Greater Spotted Eagle	Pallas, 1811	Aves	FALSE	FALSE	FALSE	Bird of prey	Eagle	FALSE	logical(0)	62-74	168	https://www.gbif.org/species/2480509	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175411	NA	NA
EURING:2600	GBIF:2480482	2480482	S	SPECIES	Circus aeruginosus	Circus aeruginosus	Eurasian Marsh Harrier	Western Marsh Harrier	(Linnaeus, 1758)	Aves	FALSE	TRUE	FALSE	Bird of prey	Harrier	FALSE	LEAST-CONCERN, VULNERABLE, ENDANGERED	48-56	115-130	https://www.gbif.org/species/2480482	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22695344	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=559297	http://en.wikipedia.org/wiki/Western_marsh_harrier	http://www.marinespecies.org/aphia.php?p=taxdetails&id=558541
EURING:2610	GBIF:2480487	2480487	S	SPECIES	Circus cyaneus	Circus cyaneus	Hen Harrier	Northern Harrier	(Linnaeus, 1766)	Aves	FALSE	FALSE	FALSE	Bird of prey	Harrier	FALSE	LEAST-CONCERN, NEAR-THREATENED, ENDANGERED, NOT-EVALUATED	44-52	100-120	https://www.gbif.org/species/2480487	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22727733	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175430	http://en.wikipedia.org/wiki/Hen_harrier	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159372
EURING:2620	GBIF:2480491	2480491	S	SPECIES	Circus macrourus	Circus macrourus	Pallid Harrier	Pallid Harrier	(S.G.Gmelin, 1770)	Aves	FALSE	FALSE	FALSE	Bird of prey	Harrier	FALSE	NEAR-THREATENED, NOT-EVALUATED	44	108	https://www.gbif.org/species/2480491	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22695396	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175436	http://en.wikipedia.org/wiki/Pallid_harrier	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1510809
EURING:2630	GBIF:2480495	2480495	S	SPECIES	Circus pygargus	Circus pygargus	Montagu's Harrier	Montagu's Harrier	(Linnaeus, 1758)	Aves	FALSE	TRUE	FALSE	Bird of prey	Harrier	FALSE	LEAST-CONCERN, ENDANGERED, CRITICALLY-ENDANGERED	43-47	100-120	https://www.gbif.org/species/2480495	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22695405	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175439	http://en.wikipedia.org/wiki/Montagu%27s_harrier	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1037307
EURING:2670	GBIF:2480589	2480589	S	SPECIES	Accipiter gentilis	Accipiter gentilis	Northern Goshawk	Northern Goshawk	(Linnaeus, 1758)	Aves	FALSE	TRUE	FALSE	Bird of prey	Hawk	FALSE	LEAST-CONCERN, NEAR-THREATENED, VULNERABLE	48-62	135-165	https://www.gbif.org/species/2480589	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22695683	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175300	http://en.wikipedia.org/wiki/Northern_goshawk	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159104
EURING:2690	GBIF:2480637	2480637	S	SPECIES	Accipiter nisus	Accipiter nisus	Eurasian Sparrowhawk	Eurasian Sparrowhawk	(Linnaeus, 1758)	Aves	FALSE	TRUE	FALSE	Bird of prey	Hawk	FALSE	LEAST-CONCERN, VULNERABLE	28-38	55-70	https://www.gbif.org/species/2480637	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22695624	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175333	http://en.wikipedia.org/wiki/Eurasian_sparrowhawk	http://www.marinespecies.org/aphia.php?p=taxdetails&id=558525
EURING:2870	GBIF:2480537	2480537	S	SPECIES	Buteo buteo	Buteo buteo	Common Buzzard	Common Buzzard	(Linnaeus, 1758)	Aves	FALSE	TRUE	FALSE	Bird of prey	Buzzard	FALSE	LEAST-CONCERN	51-57	113-128	https://www.gbif.org/species/2480537	https://apiv3.iucnredlist.org/api/v3/taxonredirect/61695117	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175383	http://en.wikipedia.org/wiki/Common_buzzard	http://www.marinespecies.org/aphia.php?p=taxdetails&id=558534
EURING:2900	GBIF:2480524	2480524	S	SPECIES	Buteo lagopus	Buteo lagopus	Rough-legged Buzzard	Rough-legged Buzzard	(Pontoppidan, 1763)	Aves	FALSE	TRUE	FALSE	Bird of prey	Buzzard	FALSE	LEAST-CONCERN, NEAR-THREATENED, NOT-EVALUATED	50-60	120-150	https://www.gbif.org/species/2480524	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22695973	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175373	http://en.wikipedia.org/wiki/Rough-legged_buzzard	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159110
EURING:2960	GBIF:2480506	2480506	S	SPECIES	Aquila chrysaetos	Aquila chrysaetos	Golden Eagle	Golden Eagle	(Linnaeus, 1758)	Aves	FALSE	TRUE	FALSE	Bird of prey	Eagle	FALSE	LEAST-CONCERN, NEAR-THREATENED, CRITICALLY-ENDANGERED	75-88	204-220	https://www.gbif.org/species/2480506	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22696060	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175407	http://en.wikipedia.org/wiki/Golden_eagle	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159107
GRM:3218		**NONE**	UI	**NONE**	Avis Praedae indet.	**NONE**	unidentified bird of prey	**NONE**		**NONE**	FALSE	FALSE	FALSE	Bird of prey	Unknown	TRUE								
EURING:3010	GBIF:2480726	2480726	S	SPECIES	Pandion haliaetus	Pandion haliaetus	Osprey	Osprey	(Linnaeus, 1758)	Aves	FALSE	FALSE	TRUE	Bird of prey	Osprey	FALSE	LEAST-CONCERN, CRITICALLY-ENDANGERED, NOT-EVALUATED	52-60	145-170	https://www.gbif.org/species/2480726	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22694938	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175590	http://en.wikipedia.org/wiki/Osprey	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159377
EURING:3030	GBIF:9584698	9584698	S	SPECIES	Falco naumanni	Falco naumanni	Lesser Kestrel	Lesser Kestrel	Fleischer, 1818	Aves	FALSE	FALSE	FALSE	Bird of prey	Falcon	FALSE	NOT-EVALUATED, LEAST-CONCERN	30-36		https://www.gbif.org/species/9584698	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22696357	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175646	http://en.wikipedia.org/wiki/Lesser_kestrel	NA
EURING:3040	GBIF:9616058	9616058	S	SPECIES	Falco tinnunculus	Falco tinnunculus	Common Kestrel	Common Kestrel	Linnaeus, 1758	Aves	FALSE	TRUE	FALSE	Bird of prey	Falcon	FALSE	LEAST-CONCERN	32-35	71-80	https://www.gbif.org/species/9616058	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22696362	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175620	http://en.wikipedia.org/wiki/Common_kestrel	http://www.marinespecies.org/aphia.php?p=taxdetails&id=345751
EURING:3070	GBIF:2481062	2481062	S	SPECIES	Falco vespertinus	Falco vespertinus	Red-footed Falcon	Red-footed Falcon	Linnaeus, 1766	Aves	FALSE	TRUE	FALSE	Bird of prey	Falcon	FALSE	NEAR-THREATENED, NOT-EVALUATED	30	72	https://www.gbif.org/species/2481062	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22696432	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175656	http://en.wikipedia.org/wiki/Red-footed_falcon	http://www.marinespecies.org/aphia.php?p=taxdetails&id=558554
EURING:3090	GBIF:9813242	9813242	S	SPECIES	Falco columbarius	Falco columbarius	Merlin	Merlin	Linnaeus, 1758	Aves	FALSE	TRUE	FALSE	Bird of prey	Falcon	FALSE	LEAST-CONCERN, NEAR-THREATENED, NOT-EVALUATED	25-30	50-62	https://www.gbif.org/species/9813242	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22696453	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175613	http://en.wikipedia.org/wiki/Merlin_%28bird%29	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159152
EURING:3100	GBIF:2481035	2481035	S	SPECIES	Falco subbuteo	Falco subbuteo	Eurasian Hobby	Eurasian Hobby	Linnaeus, 1758	Aves	FALSE	TRUE	FALSE	Bird of prey	Falcon	FALSE	LEAST-CONCERN, CRITICALLY-ENDANGERED, NEAR-THREATENED	28-36	70-92	https://www.gbif.org/species/2481035	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22696460	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175654	http://en.wikipedia.org/wiki/Eurasian_hobby	http://www.marinespecies.org/aphia.php?p=taxdetails&id=558553
EURING:3180	GBIF:8069880	8069880	S	SPECIES	Falco rusticolus	Falco rusticolus	Gyr Falcon	Gyrfalcon	Linnaeus, 1758	Aves	FALSE	TRUE	FALSE	Bird of prey	Falcon	FALSE	NOT-EVALUATED, ENDANGERED, NEAR-THREATENED, LEAST-CONCERN	53-56		https://www.gbif.org/species/8069880	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22696500	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175599	http://en.wikipedia.org/wiki/Gyrfalcon	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159154
EURING:3200	GBIF:2481047	2481047	S	SPECIES	Falco peregrinus	Falco peregrinus	Peregrine Falcon	Peregrine Falcon	Tunstall, 1771	Aves	FALSE	TRUE	FALSE	Bird of prey	Falcon	FALSE	LEAST-CONCERN, NEAR-THREATENED, VULNERABLE, ENDANGERED, NOT-EVALUATED	48-64	123	https://www.gbif.org/species/2481047	https://apiv3.iucnredlist.org/api/v3/taxonredirect/45354964	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175604	http://en.wikipedia.org/wiki/Peregrine_falcon	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159153
EURING:3219	GBIF:2480996	2480996	G	GENUS	Falco	Falco	unidentified Falcon	Falcons	Linnaeus, 1758	Aves	FALSE	FALSE	FALSE	Bird of prey	Falcon	FALSE	character(0)			https://www.gbif.org/species/2480996	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=175598	http://en.wikipedia.org/wiki/Falcon	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159071
EURING:4070	GBIF:2474831	2474831	S	SPECIES	Rallus aquaticus	Rallus aquaticus	Water Rail	Water Rail	Linnaeus, 1758	Aves	FALSE	TRUE	TRUE	Waterbird	Rail	FALSE	LEAST-CONCERN	23-28	38-45	https://www.gbif.org/species/2474831	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22725141	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=176223	http://en.wikipedia.org/wiki/Water_rail	http://www.marinespecies.org/aphia.php?p=taxdetails&id=416695
EURING:4240	GBIF:5228199	5228199	S	SPECIES	Gallinula chloropus	Gallinula chloropus	Common Moorhen	Common Moorhen	(Linnaeus, 1758)	Aves	FALSE	TRUE	TRUE	Waterbird	Rail	FALSE	LEAST-CONCERN, VULNERABLE	32-35	50-55	https://www.gbif.org/species/5228199	https://apiv3.iucnredlist.org/api/v3/taxonredirect/62120190	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=176284	http://en.wikipedia.org/wiki/Common_moorhen	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159009
EURING:4290	GBIF:2474377	2474377	S	SPECIES	Fulica atra	Fulica atra	Common Coot	Eurasian Coot	Linnaeus, 1758	Aves	FALSE	FALSE	TRUE	Waterbird	Rail	FALSE	LEAST-CONCERN, VULNERABLE	36-38	70-80	https://www.gbif.org/species/2474377	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22692913	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=176290	http://en.wikipedia.org/wiki/Eurasian_coot	http://www.marinespecies.org/aphia.php?p=taxdetails&id=232054
EURING:4300	GBIF:2474393	2474393	S	SPECIES	Fulica americana	Fulica americana	American Coot	American Coot	Gmelin, 1789	Aves	FALSE	FALSE	TRUE	Waterbird	Rail	FALSE	LEAST-CONCERN	38	58-71	https://www.gbif.org/species/2474393	https://apiv3.iucnredlist.org/api/v3/taxonredirect/62169677	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=176292	http://en.wikipedia.org/wiki/American_coot	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159007
EURING:4330	GBIF:2474950	2474950	S	SPECIES	Grus grus	Grus grus	Common Crane	Common Crane	(Linnaeus, 1758)	Aves	FALSE	TRUE	TRUE	Waterbird	Crane	FALSE	LEAST-CONCERN	110-120	220-245	https://www.gbif.org/species/2474950	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22692146	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=176183	http://en.wikipedia.org/wiki/Common_crane	http://www.marinespecies.org/aphia.php?p=taxdetails&id=1037310
EURING:4360	GBIF:2474953	2474953	S	SPECIES	Grus canadensis	Grus canadensis	Sandhill Crane	Sandhill Crane	(Linnaeus, 1758)	Aves	FALSE	FALSE	FALSE	Waterbird	Crane	FALSE	LEAST-CONCERN	120	200	https://www.gbif.org/species/2474953	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22692078	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=176177	NA	http://www.marinespecies.org/aphia.php?p=taxdetails&id=422601
EURING:4500	GBIF:7788295	7788295	S	SPECIES	Haematopus ostralegus	Haematopus ostralegus	Eurasian Oystercatcher	Eurasian Oystercatcher	Linnaeus, 1758	Aves	TRUE	FALSE	FALSE	Shorebird	Oystercatcher	FALSE	LEAST-CONCERN, NEAR-THREATENED	40-45	80-86	https://www.gbif.org/species/7788295	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22693613	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=176469	http://en.wikipedia.org/wiki/Eurasian_oystercatcher	http://www.marinespecies.org/aphia.php?p=taxdetails&id=147436
EURING:4560	GBIF:2480259	2480259	S	SPECIES	Recurvirostra avosetta	Recurvirostra avosetta	Pied Avocet	Pied Avocet	Linnaeus, 1758	Aves	TRUE	FALSE	FALSE	Shorebird	Avocet	FALSE	LEAST-CONCERN, VULNERABLE	42-45	77-80	https://www.gbif.org/species/2480259	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22693712	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=176723	http://en.wikipedia.org/wiki/Pied_avocet	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212721
EURING:4590	GBIF:2482100	2482100	S	SPECIES	Burhinus oedicnemus	Burhinus oedicnemus	Eurasian Stone-curlew	Eurasian Stone-curlew	(Linnaeus, 1758)	Aves	TRUE	FALSE	FALSE	Shorebird	Curlew	FALSE	NOT-EVALUATED, LEAST-CONCERN	40-44	77-85	https://www.gbif.org/species/2482100	https://apiv3.iucnredlist.org/api/v3/taxonredirect/45111439	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=176749	http://en.wikipedia.org/wiki/Eurasian_stone-curlew	http://www.marinespecies.org/aphia.php?p=taxdetails&id=416696
EURING:4690	GBIF:7937336	7937336	S	SPECIES	Charadrius dubius	Charadrius dubius	Little Ringed Plover	Little Ringed Plover	Scopoli, 1786	Aves	TRUE	FALSE	FALSE	Shorebird	Plover	FALSE	LEAST-CONCERN, NEAR-THREATENED, VULNERABLE	14-15	42-48	https://www.gbif.org/species/7937336	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22693770	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=176529	http://en.wikipedia.org/wiki/Little_ringed_plover	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212617
EURING:4700	GBIF:9566659	9566659	S	SPECIES	Charadrius hiaticula	Charadrius hiaticula	Ringed Plover	Common Ringed Plover	Linnaeus, 1758	Aves	TRUE	FALSE	TRUE	Shorebird	Plover	FALSE	VULNERABLE, NEAR-THREATENED, CRITICALLY-ENDANGERED, LEAST-CONCERN	18-20	48-57	https://www.gbif.org/species/9566659	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22693759	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=176504	http://en.wikipedia.org/wiki/Common_ringed_plover	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212619
EURING:4710	GBIF:2480295	2480295	S	SPECIES	Charadrius semipalmatus	Charadrius semipalmatus	Semipalmated Plover	Semipalmated Plover	Bonaparte, 1825	Aves	TRUE	FALSE	TRUE	Shorebird	Plover	FALSE	LEAST-CONCERN	18.4	48.3	https://www.gbif.org/species/2480295	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22693764	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=176506	http://en.wikipedia.org/wiki/Semipalmated_plover	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159126
EURING:4839	GBIF:2480277	2480277	G	GENUS	Charadrius	Charadrius	unidentified Plover (Charadrius sp.)	Ringed Plovers	Linnaeus, 1758	Aves	TRUE	FALSE	TRUE	Shorebird	Plover	TRUE	NOT-EVALUATED			https://www.gbif.org/species/2480277	NA	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=176503	http://en.wikipedia.org/wiki/Charadrius	http://www.marinespecies.org/aphia.php?p=taxdetails&id=159124
EURING:4770	GBIF:2480311	2480311	S	SPECIES	Charadrius alexandrinus	Charadrius alexandrinus	Kentish Plover	Kentish Plover	Linnaeus, 1758	Aves	TRUE	FALSE	FALSE	Shorebird	Plover	FALSE	LEAST-CONCERN, CRITICALLY-ENDANGERED, ENDANGERED	16	44	https://www.gbif.org/species/2480311	https://apiv3.iucnredlist.org/api/v3/taxonredirect/22727487	https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=176510	http://en.wikipedia.org/wiki/Kentish_plover	http://www.marinespecies.org/aphia.php?p=taxdetails&id=212611
