"KEY"	"KEY_ALT"	"SYSTEM"	"LEVEL"	"LAT_NAME"	"EN_NAME"	"DESC_LINK"	"BDY_LEN"	"BDY_SPAN"	"SRC_LINK"	"BIRD"	"MMAMMAL"	"REPTILE"	"LMAMMAL"	"FISH"	"GROUP1"	"GROUP2"	"GROUP3"	"AUTHOR"	"LOC_LINK"	"REST_LINK"	"MIG_LINK"	"IMG_SCHEMA"	"IMG_FOTO"	"IMG_AERIAL"	"MES_AERIAL"	"STS_LAW"
"EURING:1890"		"EURING"	"S"	"Anas acuta"	"Northern Pintail"	"${WEB.AVIBASE}/56CCA717 "	"51-76"	"236-282"	"https://animaldiversity.org/accounts/Anas_acuta/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:1910"		"EURING"	"S"	"Anas querquedula"	"Garganey"	"${WEB.AVIBASE}/F577BA0F "	"37-41"	"60-63"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/garganey/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:1920"		"EURING"	"S"	"Anas discors"	"Blue-winged Teal"	"${WEB.AVIBASE}/90E2543E "	"36-41"	"56-62"	"https://animaldiversity.org/accounts/Anas_discors/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:1940"		"EURING"	"S"	"Anas clypeata"	"Northern Shoveler"	"${WEB.AVIBASE}/ED4CE8E7 "	"44-52"	"70-84"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/shoveler/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:1949"	"GBIF:2498056"	"EURING"	"G"	"Anas"	"unidentified swimming duck"					"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"unknown"									
"EURING:1960"		"EURING"	"S"	"Netta rufina"	"Red-crested Pochard"	"${WEB.AVIBASE}/3EC2CDA9 "	"53-57"	"85-90"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/red-crested-pochard/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:1980"		"EURING"	"S"	"Aythya ferina"	"Common Pochard"	"${WEB.AVIBASE}/A96692E0 "	"46"	77	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/pochard/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2030"		"EURING"	"S"	"Aythya fuligula"	"Tufted Duck"	"${WEB.AVIBASE}/67CEA1C1 "	"40-47"	"67-73"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/tufted-duck/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2040"		"EURING"	"S"	"Aythya marila"	"Greater Scaup"	"${WEB.AVIBASE}/25C94A8F "	"42-51"	"67-78"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/scaup/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2050"		"EURING"	"S"	"Aythya affinis"	"Lesser Scaup"	"${WEB.AVIBASE}/50566E50 "	"39-46"	"68-78"	"https://www.allaboutbirds.org/guide/Lesser_Scaup/id"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2059"	"GBIF:2498254"	"EURING"	"G"	"Aythya"	"unidentified diving duck"					"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"unknown"									
"EURING:2060"		"EURING"	"S"	"Somateria mollissima"	"Common Eider"	"${WEB.AVIBASE}/B77377EE "	"50-71"	"80-108"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/eider/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2070"		"EURING"	"S"	"Somateria spectabilis "	"King Eider"	"${WEB.AVIBASE}/F3D74914 "	"46-64"	"89-102"	"https://animaldiversity.org/accounts/Somateria_spectabilis/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2090"		"EURING"	"S"	"Polysticta stelleri"	"Steller's Eider"	"${WEB.AVIBASE}/BA07D016 "	"43-47"	"70-76"	"https://www.birdid.no/bird/eBook.php?specieID=1761"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2120"		"EURING"	"S"	"Clangula hyemalis"	"Long-tailed Duck"	"${WEB.AVIBASE}/AF0C7BDE "	"58-60"	"73-79"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/long-tailed-duck/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2130"		"EURING"	"S"	"Melanitta nigra"	"Common Scoter"	"${WEB.AVIBASE}/24698199 "	"44-54"	"79-90"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/common-scoter/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"GRM:2158"		"EURING GROUP"	"SG"	"Melanitta nigra / fusca"	"Common/Velvet Scoter"					"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2140"		"EURING"	"S"	"Melanitta perspicillata"	"Surf Scoter"	"${WEB.AVIBASE}/624078BA "	"50"	85	"https://app.bto.org/birdfacts/results/bob2140.htm"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2152"		"EURING"	"S"	"Melanitta fusca deglandi"	"White-winged Scoter"	"${WEB.AVIBASE}/4800D6B6 "	"50.8-55 "		"https://www.ducks.org/hunting/waterfowl-id/white-winged-scoter"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2150"		"EURING"	"S"	"Melanitta fusca"	"Velvet Scoter"	"${WEB.AVIBASE}/BAF44E36 "	"52-59"	"90-99"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/velvet-scoter/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2170"		"EURING"	"S"	"Bucephala islandica"	"Barrow's Goldeneye "	"${WEB.AVIBASE}/9456DEDF "	"43-48"	"68.58-76.2"	"https://animaldiversity.org/accounts/Bucephala_islandica/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2180"		"EURING"	"S"	"Bucephala clangula"	"Common Goldeneye"	"${WEB.AVIBASE}/68EA281A "	"42-50"	"65-80"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/goldeneye/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2200"		"EURING"	"S"	"Mergus albellus"	"Smew"	"${WEB.AVIBASE}/F1F52036 "	"36-44"	"55-69"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/smew/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2210"		"EURING"	"S"	"Mergus serrator"	"Red-breasted Merganser"	"${WEB.AVIBASE}/8DB64266 "	"55"	78	"https://app.bto.org/birdfacts/results/bob2210.htm"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2230"		"EURING"	"S"	"Mergus merganser"	"Goosander"	"${WEB.AVIBASE}/407E2CA8 "	"58-66"	"82-97"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/goosander/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2190"		"EURING"	"S"	"Mergus cucullatus"	"Hooded Merganser"	"${WEB.AVIBASE}/60E6081E "	"40-49"		"https://animaldiversity.org/accounts/Lophodytes_cucullatus/"	"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"known"									
"EURING:2239"	"GBIF:2498368"	"EURING"	"G"	"Mergus"	"unidentified Merganser"					"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"unknown"									
"GRM:2269"	"GBIF:2986"	"Custom"	"F"	"Anatidae"	"unidentified Duck"					"t"	"f"	"f"	"f"		"Waterbird"	"Duck"	"unknown"									
"EURING:2310"		"EURING"	"S"	"Pernis apivorus"	"European Honey-Buzzard"	"${WEB.AVIBASE}/ED5A7E8F "	"52-60"	"135-150"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/honey-buzzard/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Buzzard"	"known"									
"EURING:2340"		"EURING"	"S"	"Elanus leucurus"	"White-tailed Kite"	"${WEB.AVIBASE}/CAA5E106 "	"35-43"	"88-102"	"https://animalia.bio/white-tailed-kite"	"t"	"f"	"f"	"f"		"Bird of prey"	"Kite"	"known"									
"EURING:2380"		"EURING"	"S"	"Milvus migrans"	"Black Kite"	"${WEB.AVIBASE}/C1C255AA "	"47-60"	"140-150"	"https://animaldiversity.org/accounts/Milvus_migrans/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Kite"	"known"									
"EURING:2390"		"EURING"	"S"	"Milvus milvus"	"Red Kite"	"${WEB.AVIBASE}/4E76C8C0 "	"60-66"	"175-195"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/red-kite/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Kite"	"known"									
"EURING:2430"		"EURING"	"S"	"Haliaeetus albicilla"	"White-tailed Eagle"	"${WEB.AVIBASE}/5A3D91D3 "	"70-90"	"200-240"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/white-tailed-eagle/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Eagle"	"known"									
"EURING:2440"		"EURING"	"S"	"Haliaeetus leucocephalus"	"Bald Eagle"	"${WEB.AVIBASE}/FED3756C "	"79-94"	"178-229"	"https://animaldiversity.org/accounts/Haliaeetus_leucocephalus/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Eagle"	"known"									
"GRM:2441"	"GBIF:7477624"	"Custom"	"S"	"Clanga clanga"	"Greater Spotted Eagle"	"${WEB.AVIBASE}/BAC4CA22 "	"62-74"	168	"https://animaldiversity.org/accounts/Aquila_clanga/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Eagle"	"known"									
"EURING:2600"		"EURING"	"S"	"Circus aeruginosus"	"Eurasian Marsh Harrier"	"${WEB.AVIBASE}/E2A19474 "	"48-56"	"115-130"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/marsh-harrier/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Harrier"	"known"									
"EURING:2610"		"EURING"	"S"	"Circus cyaneus"	"Hen Harrier"	"${WEB.AVIBASE}/F558C7F9 "	"44-52"	"100-120"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/hen-harrier/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Harrier"	"known"									
"EURING:2620"		"EURING"	"S"	"Circus macrourus"	"Pallid Harrier"	"${WEB.AVIBASE}/22647E26 "	"44"	108	"https://app.bto.org/birdfacts/results/bob2620.htm"	"t"	"f"	"f"	"f"		"Bird of prey"	"Harrier"	"known"									
"EURING:2630"		"EURING"	"S"	"Circus pygargus"	"Montagu's Harrier"	"${WEB.AVIBASE}/63B6412E "	"43-47"	"100-120"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/montagus-harrier/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Harrier"	"known"									
"EURING:2670"		"EURING"	"S"	"Accipiter gentilis"	"Northern Goshawk"	"${WEB.AVIBASE}/420850D6 "	"48-62"	"135-165"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/goshawk/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Hawk"	"known"									
"EURING:2690"		"EURING"	"S"	"Accipiter nisus"	"Eurasian Sparrowhawk"	"${WEB.AVIBASE}/DB376A66 "	"28-38"	"55-70"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/sparrowhawk/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Hawk"	"known"									
"EURING:2870"		"EURING"	"S"	"Buteo buteo"	"Common Buzzard"	"${WEB.AVIBASE}/3C6D4915 "	"51-57"	"113-128"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/buzzard/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Buzzard"	"known"									
"EURING:2900"		"EURING"	"S"	"Buteo lagopus"	"Rough-legged Buzzard"	"${WEB.AVIBASE}/90B13ACF "	"50-60"	"120-150"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/rough-legged-buzzard/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Buzzard"	"known"									
"EURING:2960"		"EURING"	"S"	"Aquila chrysaetos"	"Golden Eagle"	"${WEB.AVIBASE}/5F8E7CA8 "	"75-88"	"204-220"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/golden-eagle/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Eagle"	"known"									
"GRM:3218"		"Custom"	"UI"	"Avis Praedae indet."	"unidentified bird of prey"					"t"	"f"	"f"	"f"		"Bird of prey"	"Unknown"	"unknown"									
"EURING:3010"		"EURING"	"S"	"Pandion haliaetus"	"Osprey"	"${WEB.AVIBASE}/5BCF1891 "	"52-60"	"145-170"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/osprey/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Osprey"	"known"									
"EURING:3030"		"EURING"	"S"	"Falco naumanni"	"Lesser Kestrel"	"${WEB.AVIBASE}/BECA271F "	"30-36"		"https://animaldiversity.org/accounts/Falco_naumanni/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Falcon"	"known"									
"EURING:3040"		"EURING"	"S"	"Falco tinnunculus"	"Common Kestrel"	"${WEB.AVIBASE}/A65A98F6 "	"32-35"	"71-80"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/kestrel/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Falcon"	"known"									
"EURING:3070"		"EURING"	"S"	"Falco vespertinus"	"Red-footed Falcon"	"${WEB.AVIBASE}/997A9437 "	"30"	72	"https://app.bto.org/birdfacts/results/bob3070.htm"	"t"	"f"	"f"	"f"		"Bird of prey"	"Falcon"	"known"									
"EURING:3090"		"EURING"	"S"	"Falco columbarius"	"Merlin"	"${WEB.AVIBASE}/F3DA111C "	"25-30"	"50-62"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/merlin/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Falcon"	"known"									
"EURING:3100"		"EURING"	"S"	"Falco subbuteo"	"Eurasian Hobby"	"${WEB.AVIBASE}/E91E287A "	"28-36"	"70-92"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/hobby/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Falcon"	"known"									
"EURING:3180"		"EURING"	"S"	"Falco rusticolus"	"Gyr Falcon"	"${WEB.AVIBASE}/E19252A7 "	"53-56"		"https://animaldiversity.org/accounts/Falco_rusticolus/"	"t"	"f"	"f"	"f"		"Bird of prey"	"Falcon"	"known"									
"EURING:3200"		"EURING"	"S"	"Falco peregrinus"	"Peregrine Falcon"	"${WEB.AVIBASE}/C7F1C08C "	"48-64"	123	"https://www.allaboutbirds.org/guide/Gyrfalcon/id"	"t"	"f"	"f"	"f"		"Bird of prey"	"Falcon"	"known"									
"EURING:3219"	"GBIF:2480996"	"EURING"	"G"	"Falco"	"unidentified Falcon"					"t"	"f"	"f"	"f"		"Bird of prey"	"Falcon"	"known"									
"EURING:4070"		"EURING"	"S"	"Rallus aquaticus"	"Water Rail"	"${WEB.AVIBASE}/DE1D2DF4 "	"23-28"	"38-45"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/water-rail/"	"t"	"f"	"f"	"f"		"Waterbird"	"Rail"	"known"									
"EURING:4240"		"EURING"	"S"	"Gallinula chloropus"	"Common Moorhen"	"${WEB.AVIBASE}/8F82FF8C "	"32-35"	"50-55"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/moorhen/"	"t"	"f"	"f"	"f"		"Waterbird"	"Rail"	"known"									
"EURING:4290"		"EURING"	"S"	"Fulica atra"	"Common Coot"	"${WEB.AVIBASE}/B682B2A9 "	"36-38"	"70-80"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/coot/"	"t"	"f"	"f"	"f"		"Waterbird"	"Rail"	"known"									
"EURING:4300"		"EURING"	"S"	"Fulica americana"	"American Coot"	"${WEB.AVIBASE}/4FB248BA "	"38"	"58-71"	"https://animaldiversity.org/accounts/Fulica_americana/"	"t"	"f"	"f"	"f"		"Waterbird"	"Rail"	"known"									
"EURING:4330"		"EURING"	"S"	"Grus grus"	"Common Crane"	"${WEB.AVIBASE}/99B8841E "	"110-120"	"220-245"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/crane/"	"t"	"f"	"f"	"f"		"Waterbird"	"Crane"	"known"									
"EURING:4360"		"EURING"	"S"	"Grus canadensis"	"Sandhill Crane"	"${WEB.AVIBASE}/E196D6F9 "	"120"	200	"https://animaldiversity.org/accounts/Grus_canadensis/"	"t"	"f"	"f"	"f"		"Waterbird"	"Crane"	"known"									
"EURING:4500"		"EURING"	"S"	"Haematopus ostralegus"	"Eurasian Oystercatcher"	"${WEB.AVIBASE}/ED663165 "	"40-45"	"80-86"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/oystercatcher/"	"t"	"f"	"f"	"f"		"Shorebird"	"Oystercatcher"	"known"									
"EURING:4560"		"EURING"	"S"	"Recurvirostra avosetta"	"Pied Avocet"	"${WEB.AVIBASE}/C73ED2F5 "	"42-45"	"77-80"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/avocet/"	"t"	"f"	"f"	"f"		"Shorebird"	"Avocet"	"known"									
"EURING:4590"		"EURING"	"S"	"Burhinus oedicnemus"	"Eurasian Stone-curlew"	"${WEB.AVIBASE}/C7DB323E "	"40-44"	"77-85"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/stone-curlew/"	"t"	"f"	"f"	"f"		"Shorebird"	"Curlew"	"known"									
"EURING:4690"		"EURING"	"S"	"Charadrius dubius"	"Little Ringed Plover"	"${WEB.AVIBASE}/35EC3BBF "	"14-15"	"42-48"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/little-ringed-plover/"	"t"	"f"	"f"	"f"		"Shorebird"	"Plover"	"known"									
"EURING:4700"		"EURING"	"S"	"Charadrius hiaticula"	"Ringed Plover"	"${WEB.AVIBASE}/EDA37B7C "	"18-20"	"48-57"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/ringed-plover/"	"t"	"f"	"f"	"f"		"Shorebird"	"Plover"	"known"									
"EURING:4710"		"EURING"	"S"	"Charadrius semipalmatus"	"Semipalmated Plover"	"${WEB.AVIBASE}/95E28A57 "	"18.4"	48.3	"https://animaldiversity.org/accounts/Charadrius_semipalmatus/"	"t"	"f"	"f"	"f"		"Shorebird"	"Plover"	"known"									
"EURING:4839"	"GBIF:2480277"	"EURING"	"G"	"Charadrius"	"unidentified Plover (Charadrius sp.)"					"t"	"f"	"f"	"f"		"Shorebird"	"Plover"	"unknown"									
"EURING:4770"		"EURING"	"S"	"Charadrius alexandrinus"	"Kentish Plover"	"${WEB.AVIBASE}/0A787822 "	"16"	44	"https://app.bto.org/birdfacts/results/bob4770.htm"	"t"	"f"	"f"	"f"		"Shorebird"	"Plover"	"known"									
"EURING:4780"		"EURING"	"S"	"Charadrius mongolus"	"Lesser Sand Plover"	"${WEB.AVIBASE}/8A4C4629 "	"20"	52	"https://app.bto.org/birdfacts/results/bob4780.htm"	"t"	"f"	"f"	"f"		"Shorebird"	"Plover"	"known"									
"EURING:4840"		"EURING"	"S"	"Pluvialis dominica"	"American Golden Plover"	"${WEB.AVIBASE}/2143A852 "	"23-30"	"45.7-66"	"https://animaldiversity.org/accounts/Pluvialis_dominica/"	"t"	"f"	"f"	"f"		"Shorebird"	"Plover"	"known"									
"EURING:4850"		"EURING"	"S"	"Pluvialis apricaria"	"European Golden Plover"	"${WEB.AVIBASE}/25A20BA6 "	"26-29"	"67-76"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/golden-plover/"	"t"	"f"	"f"	"f"		"Shorebird"	"Plover"	"known"									
"EURING:4842"		"EURING"	"S"	"Pluvialis fulva"	"Pacific Golden Plover"	"${WEB.AVIBASE}/07C11CF3 "	"24"	64	"https://app.bto.org/birdfacts/results/bob4842.htm"	"t"	"f"	"f"	"f"		"Shorebird"	"Plover"	"known"									
"EURING:4860"		"EURING"	"S"	"Pluvialis squatarola"	"Grey Plover"	"${WEB.AVIBASE}/27903EF7 "	"28"	77	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/grey-plover/"	"t"	"f"	"f"	"f"		"Shorebird"	"Plover"	"known"									
"GRM:4868"		"Custom"	"G"	"Pluvialis"	"unidentified plover (Pluvialis sp.)"	"Only 4 species here in a sub family"				"t"	"f"	"f"	"f"		"Shorebird"	"Plover"	"unknown"									
"EURING:4930"		"EURING"	"S"	"Vanellus vanellus"	"Northern Lapwing"	"${WEB.AVIBASE}/F029489A "	"28-31"	"82-87"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/lapwing/"	"t"	"f"	"f"	"f"		"Shorebird"	"Plover"	"known"									
"GRM:4931"	"GBIF:5229138"	"Custom"	"S"	"Vanellus gregarius"	"Sociable Lapwing "	"${WEB.AVIBASE}/D348C2D6 "	"28"	73	"https://app.bto.org/birdfacts/results/bob4910.htm"	"t"	"f"	"f"	"f"		"Shorebird"	"Plover"	"known"									
"EURING:4950"		"EURING"	"S"	"Calidris tenuirostris"	"Great Knot"	"${WEB.AVIBASE}/09C51FA9 "	"27"	64	"https://app.bto.org/birdfacts/results/bob4950.htm"	"t"	"f"	"f"	"f"		"Shorebird"	"Knot"	"known"									
"EURING:4960"		"EURING"	"S"	"Calidris canutus"	"Red Knot"	"${WEB.AVIBASE}/B5CE8FAD "	"23-25"	"47-54"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/knot/"	"t"	"f"	"f"	"f"		"Shorebird"	"Knot"	"known"									
"EURING:4970"		"EURING"	"S"	"Calidris alba"	"Sanderling"	"${WEB.AVIBASE}/06B9BD24 "	"20-21"	"36-39"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/sanderling/"	"t"	"f"	"f"	"f"		"Shorebird"	"Sanderling"	"known"									
"EURING:5000"		"EURING"	"S"	"Calidris ruficollis"	"Red-necked Stint"	"${WEB.AVIBASE}/BBDF2F1B "	"13-16"	"35-38"	"https://de.wikipedia.org/wiki/Rotkehlstrandl%C3%A4ufer"	"t"	"f"	"f"	"f"		"Shorebird"	"Stint"	"known"									
"EURING:5010"		"EURING"	"S"	"Calidris minuta"	"Little Stint"	"${WEB.AVIBASE}/9936FF4A "	"12 14 "	"34-37"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/little-stint/"	"t"	"f"	"f"	"f"		"Shorebird"	"Stint"	"known"									
"EURING:5020"		"EURING"	"S"	"Calidris temminckii"	"Temminck's Stint"	"${WEB.AVIBASE}/5ACF7FB3 "	"13-15"	"34-37"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/temmincks-stint/"	"t"	"f"	"f"	"f"		"Shorebird"	"Stint"	"known"									
"EURING:5030"		"EURING"	"S"	"Calidris subminuta"	"Long-toed Stint"	"${WEB.AVIBASE}/7D629288 "	"16"	34.3	"https://www.birds-of-north-america.net/Long-toed_Stint.html"	"t"	"f"	"f"	"f"		"Shorebird"	"Stint"	"known"									
"EURING:5040"		"EURING"	"S"	"Calidris minutilla"	"Least Sandpiper"	"${WEB.AVIBASE}/A47B0BD4 "	"12"	34	"https://app.bto.org/birdfacts/results/bob5040.htm"	"t"	"f"	"f"	"f"		"Shorebird"	"Sandpiper"	"known"									
"EURING:5060"		"EURING"	"S"	"Calidris bairdii"	"Baird's Sandpiper"	"${WEB.AVIBASE}/1F1AD154 "	"15"	43	"https://app.bto.org/birdfacts/results/bob5060.htm"	"t"	"f"	"f"	"f"		"Shorebird"	"Sandpiper"	"known"									
"EURING:5070"		"EURING"	"S"	"Calidris melanotos"	"Pectoral Sandpiper"	"${WEB.AVIBASE}/ACC99F35 "	"19-23"	"38-44"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/pectoral-sandpiper/"	"t"	"f"	"f"	"f"		"Shorebird"	"Sandpiper"	"known"									
"EURING:5090"		"EURING"	"S"	"Calidris ferruginea"	"Curlew Sandpiper"	"${WEB.AVIBASE}/143A681C "	"18-23"	"38-41"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/curlew-sandpiper/"	"t"	"f"	"f"	"f"		"Shorebird"	"Sandpiper"	"known"									
"EURING:5100"		"EURING"	"S"	"Calidris maritima"	"Purple Sandpiper"	"${WEB.AVIBASE}/0A0B8431 "	"20-22"	"40-44"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/purple-sandpiper/"	"t"	"f"	"f"	"f"		"Shorebird"	"Sandpiper"	"known"									
"EURING:5120"		"EURING"	"S"	"Calidris alpina"	"Dunlin"	"${WEB.AVIBASE}/15369E8E "	"16-20"	"35-40"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/dunlin/"	"t"	"f"	"f"	"f"		"Shorebird"	"Dunlin"	"known"									
"EURING:5129"	"GBIF:2481739"	"EURING"	"G"	"Calidris"	"unidentified Sandpiper"					"t"	"f"	"f"	"f"		"Shorebird"	"Sandpiper"	"unknown"									
"EURING:5140"		"EURING"	"S"	"Limicola falcinellus"	"Broad-billed Sandpiper"	"${WEB.AVIBASE}/0A14882F "	"16"	38	"https://app.bto.org/birdfacts/results/bob5140.htm"	"t"	"f"	"f"	"f"		"Shorebird"	"Sandpiper"	"known"									
"EURING:5160"		"EURING"	"S"	"Tryngites subruficollis"	"Buff-breasted Sandpiper"	"${WEB.AVIBASE}/3A3C62BC "	"19"	45	"https://app.bto.org/birdfacts/results/bob5160.htm"	"t"	"f"	"f"	"f"		"Shorebird"	"Sandpiper"	"known"									
"EURING:5170"		"EURING"	"S"	"Philomachus pugnax"	"Ruff"	"${WEB.AVIBASE}/2DABF98F "	"20-32"	"46-58"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/ruff/"	"t"	"f"	"f"	"f"		"Shorebird"	"Ruff"	"known"									
"EURING:5180"		"EURING"	"S"	"Lymnocryptes minimus"	"Jack Snipe"	"${WEB.AVIBASE}/1A15F0C6 "	"17-19"	"38-42"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/jack-snipe/"	"t"	"f"	"f"	"f"		"Shorebird"	"Snipe"	"known"									
"EURING:5190"		"EURING"	"S"	"Gallinago gallinago"	"Common Snipe"	"${WEB.AVIBASE}/9151E0BA "	"23-28"	"39-45"	"https://animaldiversity.org/accounts/Gallinago_gallinago/"	"t"	"f"	"f"	"f"		"Shorebird"	"Snipe"	"known"									
"EURING:5290"		"EURING"	"S"	"Scolopax rusticola"	"Eurasian Woodcock"	"${WEB.AVIBASE}/BFE14290 "	"33-35"	"55-65"	"https://www.rspb.org.uk/birds-and-wildlife/wildlife-guides/bird-a-z/woodcock/"	"t"	"f"	"f"	"f"		"Shorebird"	"Woodcock"	"known"									
